modul,level,regional,witel,data_points,n_test,MAE,RMSE,MAPE,sMAPE,MASE,Skill_vs_Naive,KPI_pass,trained_at
realisasi_hsi,witel,REG-3,JATIM TIMUR,24,3,372.422,392.3887,50.1825,70.7065,0.4509,-1.116,False,2026-05-21 12:47:07
realisasi_hsi,witel,REG-3,NUSA TENGGARA,24,3,473.1808,484.7247,107.8881,168.1377,1.0799,-3.7796,False,2026-05-21 12:47:32
realisasi_hsi,witel,REG-3,SEMARANG JATENG UTARA,24,3,149.069,169.0627,33.652,27.4649,0.4194,0.1144,True,2026-05-21 11:02:35
realisasi_hsi,witel,REG-3,SOLO JATENG TIMUR,24,3,297.5382,337.006,62.7225,79.4512,0.9463,-2.1766,False,2026-05-21 12:47:58
realisasi_hsi,witel,REG-3,SURAMADU,24,3,502.1069,596.5007,74.518,50.1754,1.2955,-0.4855,False,2026-05-21 12:48:21
realisasi_hsi,witel,REG-3,YOGYA JATENG SELATAN,24,3,476.2349,529.4915,96.9708,108.1761,0.9686,-1.4506,False,2026-05-21 12:48:44
realisasi_hsi,witel,REG-4,BALIKPAPAN,25,3,96.5903,118.2661,30.4862,39.1257,1.0732,0.1452,False,2026-05-21 12:49:03
realisasi_hsi,witel,REG-4,KALBAR,25,3,96.4018,113.0009,32.6058,36.0858,0.7651,-0.5804,False,2026-05-21 12:49:16
realisasi_hsi,witel,REG-4,KALSELTENG,25,3,180.1984,192.3183,35.8302,45.6699,1.1813,-1.5743,False,2026-05-21 12:49:29
realisasi_hsi,witel,REG-4,KALTIMTARA,25,3,308.8658,314.3022,58.4743,86.8137,1.8754,-0.5866,False,2026-05-21 12:49:48
realisasi_hsi,witel,REG-5,PAPUA,25,3,140.0887,141.3822,77.1393,128.5161,1.6466,-3.1203,False,2026-05-21 12:50:03
realisasi_hsi,witel,REG-5,PAPUA BARAT,25,3,70.3838,82.8716,43.1756,62.6555,1.3697,-0.0055,False,2026-05-21 12:50:20
realisasi_hsi,witel,REG-5,SULBAGSEL,25,3,562.4465,658.8859,78.1278,92.7677,1.1218,-4.4255,False,2026-05-21 12:51:00
realisasi_hsi,witel,REG-5,SULBAGTENG,25,3,247.9187,270.3347,62.2674,97.1917,0.9731,-2.0234,False,2026-05-21 12:51:13
realisasi_hsi,witel,REG-5,SUMALUT,25,3,203.683,218.2216,49.6297,52.4052,0.8648,-0.6927,False,2026-05-21 12:51:24
